,address,country,detailedType.subTypology,detailedType.typology,distance,district,exterior,externalReference,floor,has360,has3DTour,hasLift,hasPlan,hasVideo,latitude,longitude,municipality,neighborhood,newDevelopment,newDevelopmentFinished,numPhotos,operation,price,priceByArea,propertyCode,propertyType,province,showAddress,suggestedTexts.subtitle,suggestedTexts.title,thumbnail,url
1239,"avenida de mistral, 50",es,,garage,1870,Eixample,False,PLAZA 12 SOTANO A,,False,False,False,False,False,41.3762259,2.1543511,Barcelona,Sant Antoni,False,,3,rent,80.0,,38681667,garage,Barcelona,True,"Sant Antoni, Barcelona","Garaje en avenida de mistral, 50",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/95/ae/c8/240776991.jpg,https://www.idealista.com/inmueble/38681667/
1240,"avenida de mistral, 50",es,,garage,1870,Eixample,False,PLAZA MOTO SOTANO C,,False,False,False,False,False,41.3762259,2.1543511,Barcelona,Sant Antoni,False,,3,rent,35.0,,38681662,garage,Barcelona,True,"Sant Antoni, Barcelona","Garaje en avenida de mistral, 50",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/2c/b2/d9/240776918.jpg,https://www.idealista.com/inmueble/38681662/
1241,"avenida de mistral, 50",es,,garage,1870,Eixample,False,PLAZA 16 SOTANO C,,False,False,False,False,False,41.3762259,2.1543511,Barcelona,Sant Antoni,False,,3,rent,35.0,,38681661,garage,Barcelona,True,"Sant Antoni, Barcelona","Garaje en avenida de mistral, 50",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/3f/52/35/240776914.jpg,https://www.idealista.com/inmueble/38681661/
1242,"avenida de mistral, 50",es,,garage,1870,Eixample,False,PLAZA 11 SOTANO B,,False,False,False,False,False,41.3762259,2.1543511,Barcelona,Sant Antoni,False,,3,rent,75.0,,38681650,garage,Barcelona,True,"Sant Antoni, Barcelona","Garaje en avenida de mistral, 50",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/cd/1b/ae/240776847.jpg,https://www.idealista.com/inmueble/38681650/
1243,"avenida de mistral, 50",es,,garage,1870,Eixample,False,PLAZA 12 SOTANO B,,False,False,False,False,False,41.3762259,2.1543511,Barcelona,Sant Antoni,False,,3,rent,75.0,,38681651,garage,Barcelona,True,"Sant Antoni, Barcelona","Garaje en avenida de mistral, 50",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/3f/79/00/240776853.jpg,https://www.idealista.com/inmueble/38681651/
1244,"avenida de mistral, 50",es,,garage,1870,Eixample,False,PLAZA 13 SOTANO B,,False,False,False,False,False,41.3762259,2.1543511,Barcelona,Sant Antoni,False,,3,rent,75.0,,38681652,garage,Barcelona,True,"Sant Antoni, Barcelona","Garaje en avenida de mistral, 50",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/d6/ac/bf/240776865.jpg,https://www.idealista.com/inmueble/38681652/
1245,"avenida de mistral, 50",es,,garage,1870,Eixample,False,PLAZA 18 SOTANO B,,False,False,False,False,False,41.3762259,2.1543511,Barcelona,Sant Antoni,False,,3,rent,75.0,,38681653,garage,Barcelona,True,"Sant Antoni, Barcelona","Garaje en avenida de mistral, 50",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/eb/5e/12/240776868.jpg,https://www.idealista.com/inmueble/38681653/
1246,"calle de calàbria, 193",es,,garage,2033,Eixample,False,PLAZA 32 SOTANO B,,False,False,False,False,False,41.3840574,2.1490662,Barcelona,La Nova Esquerra de l'Eixample,False,,4,rent,58.0,,38681376,garage,Barcelona,True,"La Nova Esquerra de l'Eixample, Barcelona","Garaje en calle de calàbria, 193",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/0d/66/88/240773888.jpg,https://www.idealista.com/inmueble/38681376/
1247,"calle de calàbria, 193",es,,garage,2033,Eixample,False,PLAZA 42 SOTANO C,,False,False,False,False,False,41.3840574,2.1490662,Barcelona,La Nova Esquerra de l'Eixample,False,,4,rent,30.0,,38681355,garage,Barcelona,True,"La Nova Esquerra de l'Eixample, Barcelona","Garaje en calle de calàbria, 193",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/b2/09/cd/240773750.jpg,https://www.idealista.com/inmueble/38681355/
1248,"calle de calàbria, 193",es,,garage,2033,Eixample,False,PLAZA 34 SOTANO C,,False,False,False,False,False,41.3840574,2.1490662,Barcelona,La Nova Esquerra de l'Eixample,False,,4,rent,58.0,,38681352,garage,Barcelona,True,"La Nova Esquerra de l'Eixample, Barcelona","Garaje en calle de calàbria, 193",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/87/4b/7c/240773680.jpg,https://www.idealista.com/inmueble/38681352/
1249,"calle de calàbria, 193",es,,garage,2033,Eixample,False,PLAZA 29 SOTANO C,,False,False,False,False,False,41.3840574,2.1490662,Barcelona,La Nova Esquerra de l'Eixample,False,,4,rent,92.0,,38681348,garage,Barcelona,True,"La Nova Esquerra de l'Eixample, Barcelona","Garaje en calle de calàbria, 193",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/4c/3b/7b/240773646.jpg,https://www.idealista.com/inmueble/38681348/
1250,"calle de buenaventura muñoz, 13",es,,garage,1118,Sant Martí,False,PLAZA 6 SOTANO B,,False,False,False,False,False,41.3912148,2.1840406,Barcelona,El Parc i la Llacuna del Poblenou,False,,3,rent,60.0,,38681212,garage,Barcelona,True,"El Parc i la Llacuna del Poblenou, Barcelona","Garaje en calle de buenaventura muñoz, 13",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/cb/5a/c6/240772579.jpg,https://www.idealista.com/inmueble/38681212/
1251,"calle de sardenya, 68",es,,garage,1486,Sant Martí,False,PLAZA 78 SOTANO PLANTA BAJA,,False,False,False,False,False,41.3917751,2.1888453,Barcelona,El Parc i la Llacuna del Poblenou,False,,3,rent,115.0,,38681200,garage,Barcelona,True,"El Parc i la Llacuna del Poblenou, Barcelona","Garaje en calle de sardenya, 68",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/91/ed/7a/240772478.jpg,https://www.idealista.com/inmueble/38681200/
1252,"calle de sardenya, 68",es,,garage,1486,Sant Martí,False,PLAZA MOTO 1 SOTANO PLANTA BAJA,,False,False,False,False,False,41.3917751,2.1888453,Barcelona,El Parc i la Llacuna del Poblenou,False,,3,rent,31.0,,38681199,garage,Barcelona,True,"El Parc i la Llacuna del Poblenou, Barcelona","Garaje en calle de sardenya, 68",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/20/2c/6f/240772475.jpg,https://www.idealista.com/inmueble/38681199/
1253,"calle de sardenya, 68",es,,garage,1486,Sant Martí,False,PLAZA 54 SOTANO PLANTA BAJA,,False,False,False,False,False,41.3917751,2.1888453,Barcelona,El Parc i la Llacuna del Poblenou,False,,3,rent,90.0,,38681192,garage,Barcelona,True,"El Parc i la Llacuna del Poblenou, Barcelona","Garaje en calle de sardenya, 68",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/a4/20/6e/240772409.jpg,https://www.idealista.com/inmueble/38681192/
1254,"calle de sardenya, 68",es,,garage,1486,Sant Martí,False,PLAZA MOTO 7 SOTANO PLANTA BAJA,,False,False,False,False,False,41.3917751,2.1888453,Barcelona,El Parc i la Llacuna del Poblenou,False,,3,rent,49.0,,38681177,garage,Barcelona,True,"El Parc i la Llacuna del Poblenou, Barcelona","Garaje en calle de sardenya, 68",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/f3/f2/2d/240772390.jpg,https://www.idealista.com/inmueble/38681177/
1255,"calle de rocafort, 174",es,,garage,2122,Eixample,False,PLAZA 3 SOTANO D,,False,False,False,False,False,41.3833943,2.1480542,Barcelona,La Nova Esquerra de l'Eixample,False,,3,rent,77.0,,38680981,garage,Barcelona,True,"La Nova Esquerra de l'Eixample, Barcelona","Garaje en calle de rocafort, 174",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/69/81/c9/240770854.jpg,https://www.idealista.com/inmueble/38680981/
1256,"calle de rocafort, 174",es,,garage,2122,Eixample,False,PLAZA 1 Y 2 SOTANO D,,False,False,False,False,False,41.3833943,2.1480542,Barcelona,La Nova Esquerra de l'Eixample,False,,3,rent,130.0,,38680980,garage,Barcelona,True,"La Nova Esquerra de l'Eixample, Barcelona","Garaje en calle de rocafort, 174",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/c8/6a/c2/240770850.jpg,https://www.idealista.com/inmueble/38680980/
1257,"calle de rocafort, 174",es,,garage,2122,Eixample,False,PLAZA 3 SOTANO C,,False,False,False,False,False,41.3833943,2.1480542,Barcelona,La Nova Esquerra de l'Eixample,False,,3,rent,40.0,,38680983,garage,Barcelona,True,"La Nova Esquerra de l'Eixample, Barcelona","Garaje en calle de rocafort, 174",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/8b/b5/7e/240770864.jpg,https://www.idealista.com/inmueble/38680983/
1258,"calle de rocafort, 174",es,,garage,2122,Eixample,False,PLAZA 14 SOTANO C,,False,False,False,False,False,41.3833943,2.1480542,Barcelona,La Nova Esquerra de l'Eixample,False,,3,rent,60.0,,38680984,garage,Barcelona,True,"La Nova Esquerra de l'Eixample, Barcelona","Garaje en calle de rocafort, 174",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/d1/a6/b1/240770878.jpg,https://www.idealista.com/inmueble/38680984/
1259,"avenida de roma, 120",es,,garage,1629,Eixample,False,PLAZA 22 SOTANO D,,False,False,False,False,False,41.3847254,2.1538793,Barcelona,La Nova Esquerra de l'Eixample,False,,3,rent,75.0,,38680860,garage,Barcelona,True,"La Nova Esquerra de l'Eixample, Barcelona","Garaje en avenida de roma, 120",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/df/8c/29/240769662.jpg,https://www.idealista.com/inmueble/38680860/
1260,"avenida de roma, 120",es,,garage,1629,Eixample,False,PLAZA 53 SOTANO D,,False,False,False,False,False,41.3847254,2.1538793,Barcelona,La Nova Esquerra de l'Eixample,False,,3,rent,60.0,,38680864,garage,Barcelona,True,"La Nova Esquerra de l'Eixample, Barcelona","Garaje en avenida de roma, 120",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/3c/e3/48/240769753.jpg,https://www.idealista.com/inmueble/38680864/
1261,"calle d'aribau, 225",es,,garage,2497,Sarrià-Sant Gervasi,False,PLAZA 19 SOTANO E,,False,False,False,False,False,41.3970169,2.1480212,Barcelona,Sant Gervasi - Galvany,False,,3,rent,133.0,,38680764,garage,Barcelona,True,"Sant Gervasi - Galvany, Barcelona","Garaje en calle d'aribau, 225",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/62/ed/30/240769034.jpg,https://www.idealista.com/inmueble/38680764/
1262,"calle de pedro i pons, 9",es,,garage,4296,Les Corts,False,PLAZA DIEZ SOTANO C,,False,False,False,False,False,41.3900091,2.12231,Barcelona,Pedralbes,False,,3,rent,185.0,,38680754,garage,Barcelona,True,"Pedralbes, Barcelona","Garaje en calle de pedro i pons, 9",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/99/b9/f5/240768947.jpg,https://www.idealista.com/inmueble/38680754/
1263,"calle de pedro i pons, 9",es,,garage,4296,Les Corts,False,PLAZA OCHO SOTANO C,,False,False,False,False,False,41.3900091,2.12231,Barcelona,Pedralbes,False,,3,rent,163.0,,38680753,garage,Barcelona,True,"Pedralbes, Barcelona","Garaje en calle de pedro i pons, 9",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/99/f8/3d/240768933.jpg,https://www.idealista.com/inmueble/38680753/
1264,"calle de pedro i pons, 9",es,,garage,4296,Les Corts,False,PLAZA 5 SOTANO C,,False,False,False,False,False,41.3900091,2.12231,Barcelona,Pedralbes,False,,3,rent,162.0,,38680755,garage,Barcelona,True,"Pedralbes, Barcelona","Garaje en calle de pedro i pons, 9",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/3d/31/aa/240768959.jpg,https://www.idealista.com/inmueble/38680755/
1265,"calle del doctor august pi i sunyer, 12",es,,garage,4247,Les Corts,False,PLAZA 33 SOTANO B,,False,False,False,False,False,41.38977,2.12286,Barcelona,Pedralbes,False,,3,rent,153.0,,38680751,garage,Barcelona,True,"Pedralbes, Barcelona","Garaje en calle del doctor august pi i sunyer, 12",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/69/fc/5c/240768915.jpg,https://www.idealista.com/inmueble/38680751/
1266,"calle dels almogàvers, 74",es,,garage,1629,Sant Martí,False,PLAZA 37 SOTANO C,,False,False,False,False,False,41.3951123,2.1876605,Barcelona,El Parc i la Llacuna del Poblenou,False,,3,rent,50.0,,38680747,garage,Barcelona,True,"El Parc i la Llacuna del Poblenou, Barcelona","Garaje en calle dels almogàvers, 74",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/0c/b0/a7/240768903.jpg,https://www.idealista.com/inmueble/38680747/
1267,"calle dels almogàvers, 74",es,,garage,1629,Sant Martí,False,PLAZA 34 SOTANO C,,False,False,False,False,False,41.3951123,2.1876605,Barcelona,El Parc i la Llacuna del Poblenou,False,,3,rent,50.0,,38680744,garage,Barcelona,True,"El Parc i la Llacuna del Poblenou, Barcelona","Garaje en calle dels almogàvers, 74",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/a0/48/f7/240768888.jpg,https://www.idealista.com/inmueble/38680744/
1268,"calle dels almogàvers, 74",es,,garage,1629,Sant Martí,False,PLAZA MOTO SOTANO B,,False,False,False,False,False,41.3951123,2.1876605,Barcelona,El Parc i la Llacuna del Poblenou,False,,3,rent,35.0,,38680740,garage,Barcelona,True,"El Parc i la Llacuna del Poblenou, Barcelona","Garaje en calle dels almogàvers, 74",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/20/1e/92/240768865.jpg,https://www.idealista.com/inmueble/38680740/
1269,"calle dels almogàvers, 74",es,,garage,1629,Sant Martí,False,PLAZA 29 SOTANO C,,False,False,False,False,False,41.3951123,2.1876605,Barcelona,El Parc i la Llacuna del Poblenou,False,,3,rent,50.0,,38680743,garage,Barcelona,True,"El Parc i la Llacuna del Poblenou, Barcelona","Garaje en calle dels almogàvers, 74",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/e3/a3/92/240768875.jpg,https://www.idealista.com/inmueble/38680743/
1270,"calle dels almogàvers, 74",es,,garage,1629,Sant Martí,False,PLAZA MOTO SOTANO A,,False,False,False,False,False,41.3951123,2.1876605,Barcelona,El Parc i la Llacuna del Poblenou,False,,3,rent,40.0,,38680722,garage,Barcelona,True,"El Parc i la Llacuna del Poblenou, Barcelona","Garaje en calle dels almogàvers, 74",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/26/3e/35/240768795.jpg,https://www.idealista.com/inmueble/38680722/
1271,"calle dels almogàvers, 74",es,,garage,1629,Sant Martí,False,PLAZA 35 SOTANO B,,False,False,False,False,False,41.3951123,2.1876605,Barcelona,El Parc i la Llacuna del Poblenou,False,,3,rent,88.0,,38680724,garage,Barcelona,True,"El Parc i la Llacuna del Poblenou, Barcelona","Garaje en calle dels almogàvers, 74",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/22/c7/74/240768821.jpg,https://www.idealista.com/inmueble/38680724/
1272,"calle dels almogàvers, 74",es,,garage,1629,Sant Martí,False,PLAZA MOTO SOTANO B,,False,False,False,False,False,41.3951123,2.1876605,Barcelona,El Parc i la Llacuna del Poblenou,False,,3,rent,35.0,,38680739,garage,Barcelona,True,"El Parc i la Llacuna del Poblenou, Barcelona","Garaje en calle dels almogàvers, 74",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/ab/17/3d/240768862.jpg,https://www.idealista.com/inmueble/38680739/
1273,"calle dels almogàvers, 74",es,,garage,1629,Sant Martí,False,PLAZA MOTO SOTANO C,,False,False,False,False,False,41.3951123,2.1876605,Barcelona,El Parc i la Llacuna del Poblenou,False,,3,rent,25.0,,38680738,garage,Barcelona,True,"El Parc i la Llacuna del Poblenou, Barcelona","Garaje en calle dels almogàvers, 74",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/05/79/c9/240768845.jpg,https://www.idealista.com/inmueble/38680738/
1274,"calle de pàdua, 31",es,,garage,3262,Sarrià-Sant Gervasi,False,PLAZA 74 SOTANO C,,False,False,False,False,False,41.4067635,2.1470144,Barcelona,El Putxet i el Farró,False,,4,rent,40.0,,38680695,garage,Barcelona,True,"El Putxet i el Farró, Barcelona","Garaje en calle de pàdua, 31",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/00/20/f9/240768625.jpg,https://www.idealista.com/inmueble/38680695/
1275,"calle de pàdua, 31",es,,garage,3262,Sarrià-Sant Gervasi,False,PLAZA MOTO SOTANO A,,False,False,False,False,False,41.4067635,2.1470144,Barcelona,El Putxet i el Farró,False,,4,rent,40.0,,38680694,garage,Barcelona,True,"El Putxet i el Farró, Barcelona","Garaje en calle de pàdua, 31",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/81/3c/33/240768621.jpg,https://www.idealista.com/inmueble/38680694/
1276,"calle de pàdua, 31",es,,garage,3262,Sarrià-Sant Gervasi,False,PLAZA MOTO SOTANO C,,False,False,False,False,False,41.4067635,2.1470144,Barcelona,El Putxet i el Farró,False,,4,rent,35.0,,38680696,garage,Barcelona,True,"El Putxet i el Farró, Barcelona","Garaje en calle de pàdua, 31",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/3e/a5/28/240768629.jpg,https://www.idealista.com/inmueble/38680696/
1277,"gran via de carles iii, 158",es,,garage,3702,Les Corts,False,PLAZA 2 SOTANO D,,False,False,False,False,False,41.3918985,2.1299558,Barcelona,Les Corts,False,,3,rent,25.0,,38680687,garage,Barcelona,True,"Les Corts, Barcelona","Garaje en gran via de carles iii, 158",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/36/43/81/240768559.jpg,https://www.idealista.com/inmueble/38680687/
1278,"calle de valència, 309",es,,garage,1322,Eixample,False,PLAZA BICI 12 SOTANO A,,False,False,False,False,False,41.3962397,2.1678486,Barcelona,La Dreta de l'Eixample,False,,6,rent,14.0,,38680679,garage,Barcelona,True,"La Dreta de l'Eixample, Barcelona","Garaje en calle de valència, 309",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/92/4f/9e/584975467.jpg,https://www.idealista.com/inmueble/38680679/
1279,"calle de valència, 309",es,,garage,1322,Eixample,False,PLAZA 29 SOTANO B,,False,False,False,False,False,41.3962397,2.1678486,Barcelona,La Dreta de l'Eixample,False,,6,rent,207.0,,38680642,garage,Barcelona,True,"La Dreta de l'Eixample, Barcelona","Garaje en calle de valència, 309",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/fd/57/12/584975542.jpg,https://www.idealista.com/inmueble/38680642/
1280,"calle de valència, 309",es,,garage,1322,Eixample,False,PLAZA 26 SOTANO B,,False,False,False,False,False,41.3962397,2.1678486,Barcelona,La Dreta de l'Eixample,False,,6,rent,207.0,,38680639,garage,Barcelona,True,"La Dreta de l'Eixample, Barcelona","Garaje en calle de valència, 309",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/38/75/d3/584975524.jpg,https://www.idealista.com/inmueble/38680639/
1281,"calle de valència, 309",es,,garage,1322,Eixample,False,PLAZA 28 SOTANO B,,False,False,False,False,False,41.3962397,2.1678486,Barcelona,La Dreta de l'Eixample,False,,6,rent,207.0,,38680641,garage,Barcelona,True,"La Dreta de l'Eixample, Barcelona","Garaje en calle de valència, 309",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/1c/ab/63/584975536.jpg,https://www.idealista.com/inmueble/38680641/
1282,"calle de valència, 309",es,,garage,1322,Eixample,False,PLAZA 27 SOTANO B,,False,False,False,False,False,41.3962397,2.1678486,Barcelona,La Dreta de l'Eixample,False,,6,rent,207.0,,38680640,garage,Barcelona,True,"La Dreta de l'Eixample, Barcelona","Garaje en calle de valència, 309",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/12/9f/63/584975530.jpg,https://www.idealista.com/inmueble/38680640/
